english,korean,kind,category_slug,category_kr,item_slug,poe2db_us,poe2db_kr
Arcanist's Etcher,신비학자의 식각기,currency,Stackable_Currency,중첩 가능 화폐,Arcanists_Etcher,https://poe2db.tw/us/Arcanists_Etcher,https://poe2db.tw/kr/Arcanists_Etcher
Architect's Orb,건축가의 오브,currency,Stackable_Currency,중첩 가능 화폐,Architects_Orb,https://poe2db.tw/us/Architects_Orb,https://poe2db.tw/kr/Architects_Orb
Armourer's Scrap,방어구 장인의 고철,currency,Stackable_Currency,중첩 가능 화폐,Armourers_Scrap,https://poe2db.tw/us/Armourers_Scrap,https://poe2db.tw/kr/Armourers_Scrap
Artificer's Orb,숙련공의 오브,currency,Stackable_Currency,중첩 가능 화폐,Artificers_Orb,https://poe2db.tw/us/Artificers_Orb,https://poe2db.tw/kr/Artificers_Orb
Artificer's Shard,숙련공의 파편,currency,Stackable_Currency,중첩 가능 화폐,Artificers_Shard,https://poe2db.tw/us/Artificers_Shard,https://poe2db.tw/kr/Artificers_Shard
Black Scythe Artifact,검은 낫 유물,currency,Stackable_Currency,중첩 가능 화폐,Black_Scythe_Artifact,https://poe2db.tw/us/Black_Scythe_Artifact,https://poe2db.tw/kr/Black_Scythe_Artifact
Blacksmith's Whetstone,대장장이의 숫돌,currency,Stackable_Currency,중첩 가능 화폐,Blacksmiths_Whetstone,https://poe2db.tw/us/Blacksmiths_Whetstone,https://poe2db.tw/kr/Blacksmiths_Whetstone
Blazing Flux,맹렬한 유동체,currency,Stackable_Currency,중첩 가능 화폐,Blazing_Flux,https://poe2db.tw/us/Blazing_Flux,https://poe2db.tw/kr/Blazing_Flux
Breach Splinter,균열 파편,currency,Stackable_Currency,중첩 가능 화폐,Breach_Splinter,https://poe2db.tw/us/Breach_Splinter,https://poe2db.tw/kr/Breach_Splinter
Broken Circle Artifact,끊어진 원 유물,currency,Stackable_Currency,중첩 가능 화폐,Broken_Circle_Artifact,https://poe2db.tw/us/Broken_Circle_Artifact,https://poe2db.tw/kr/Broken_Circle_Artifact
Carapace Catalyst,갑각 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Carapace_Catalyst,https://poe2db.tw/us/Carapace_Catalyst,https://poe2db.tw/kr/Carapace_Catalyst
Chance Shard,기회의 파편,currency,Stackable_Currency,중첩 가능 화폐,Chance_Shard,https://poe2db.tw/us/Chance_Shard,https://poe2db.tw/kr/Chance_Shard
Chaos Orb,카오스 오브,currency,Stackable_Currency,중첩 가능 화폐,Chaos_Orb,https://poe2db.tw/us/Chaos_Orb,https://poe2db.tw/kr/Chaos_Orb
Chayula's Catalyst,차율라의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Chayulas_Catalyst,https://poe2db.tw/us/Chayulas_Catalyst,https://poe2db.tw/kr/Chayulas_Catalyst
Chilling Flux,오싹한 유동체,currency,Stackable_Currency,중첩 가능 화폐,Chilling_Flux,https://poe2db.tw/us/Chilling_Flux,https://poe2db.tw/kr/Chilling_Flux
Core Destabiliser,핵 불안정화기,currency,Stackable_Currency,중첩 가능 화폐,Core_Destabiliser,https://poe2db.tw/us/Core_Destabiliser,https://poe2db.tw/kr/Core_Destabiliser
Crackling Flux,치직대는 유동체,currency,Stackable_Currency,중첩 가능 화폐,Crackling_Flux,https://poe2db.tw/us/Crackling_Flux,https://poe2db.tw/kr/Crackling_Flux
Crystallised Corruption,결정화된 타락,currency,Stackable_Currency,중첩 가능 화폐,Crystallised_Corruption,https://poe2db.tw/us/Crystallised_Corruption,https://poe2db.tw/kr/Crystallised_Corruption
Divine Orb,신성한 오브,currency,Stackable_Currency,중첩 가능 화폐,Divine_Orb,https://poe2db.tw/us/Divine_Orb,https://poe2db.tw/kr/Divine_Orb
Esh's Catalyst,에쉬의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Eshs_Catalyst,https://poe2db.tw/us/Eshs_Catalyst,https://poe2db.tw/kr/Eshs_Catalyst
Exalted Orb,엑잘티드 오브,currency,Stackable_Currency,중첩 가능 화폐,Exalted_Orb,https://poe2db.tw/us/Exalted_Orb,https://poe2db.tw/kr/Exalted_Orb
Exceptional Verisium,특출난 베리시움,currency,Stackable_Currency,중첩 가능 화폐,Exceptional_Verisium,https://poe2db.tw/us/Exceptional_Verisium,https://poe2db.tw/kr/Exceptional_Verisium
Exotic Coinage,특이한 주화,currency,Stackable_Currency,중첩 가능 화폐,Exotic_Coinage,https://poe2db.tw/us/Exotic_Coinage,https://poe2db.tw/kr/Exotic_Coinage
Flesh Catalyst,육체 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Flesh_Catalyst,https://poe2db.tw/us/Flesh_Catalyst,https://poe2db.tw/kr/Flesh_Catalyst
Fracturing Orb,분열의 오브,currency,Stackable_Currency,중첩 가능 화폐,Fracturing_Orb,https://poe2db.tw/us/Fracturing_Orb,https://poe2db.tw/kr/Fracturing_Orb
Gemcutter's Prism,세공사의 프리즘,currency,Stackable_Currency,중첩 가능 화폐,Gemcutters_Prism,https://poe2db.tw/us/Gemcutters_Prism,https://poe2db.tw/kr/Gemcutters_Prism
Gnawed Collarbone,갉힌 빗장뼈,currency,Stackable_Currency,중첩 가능 화폐,Gnawed_Collarbone,https://poe2db.tw/us/Gnawed_Collarbone,https://poe2db.tw/kr/Gnawed_Collarbone
Gnawed Rib,갉힌 갈비뼈,currency,Stackable_Currency,중첩 가능 화폐,Gnawed_Rib,https://poe2db.tw/us/Gnawed_Rib,https://poe2db.tw/kr/Gnawed_Rib
Gold,골드,currency,Stackable_Currency,중첩 가능 화폐,Gold,https://poe2db.tw/us/Gold,https://poe2db.tw/kr/Gold
Greater Chaos Orb,상위 카오스 오브,currency,Stackable_Currency,중첩 가능 화폐,Greater_Chaos_Orb,https://poe2db.tw/us/Greater_Chaos_Orb,https://poe2db.tw/kr/Greater_Chaos_Orb
Greater Exalted Orb,상위 엑잘티드 오브,currency,Stackable_Currency,중첩 가능 화폐,Greater_Exalted_Orb,https://poe2db.tw/us/Greater_Exalted_Orb,https://poe2db.tw/kr/Greater_Exalted_Orb
Greater Jeweller's Orb,상위 쥬얼러 오브,currency,Stackable_Currency,중첩 가능 화폐,Greater_Jewellers_Orb,https://poe2db.tw/us/Greater_Jewellers_Orb,https://poe2db.tw/kr/Greater_Jewellers_Orb
Greater Orb of Augmentation,상위 확장의 오브,currency,Stackable_Currency,중첩 가능 화폐,Greater_Orb_of_Augmentation,https://poe2db.tw/us/Greater_Orb_of_Augmentation,https://poe2db.tw/kr/Greater_Orb_of_Augmentation
Greater Orb of Transmutation,상위 진화의 오브,currency,Stackable_Currency,중첩 가능 화폐,Greater_Orb_of_Transmutation,https://poe2db.tw/us/Greater_Orb_of_Transmutation,https://poe2db.tw/kr/Greater_Orb_of_Transmutation
Greater Regal Orb,상위 제왕의 오브,currency,Stackable_Currency,중첩 가능 화폐,Greater_Regal_Orb,https://poe2db.tw/us/Greater_Regal_Orb,https://poe2db.tw/kr/Greater_Regal_Orb
Hinekora's Lock,히네코라의 머리카락,currency,Stackable_Currency,중첩 가능 화폐,Hinekoras_Lock,https://poe2db.tw/us/Hinekoras_Lock,https://poe2db.tw/kr/Hinekoras_Lock
Lesser Jeweller's Orb,하위 쥬얼러 오브,currency,Stackable_Currency,중첩 가능 화폐,Lesser_Jewellers_Orb,https://poe2db.tw/us/Lesser_Jewellers_Orb,https://poe2db.tw/kr/Lesser_Jewellers_Orb
Medved's Crest of the Circle,메드베드의 원 문양,currency,Stackable_Currency,중첩 가능 화폐,Medveds_Crest_of_the_Circle,https://poe2db.tw/us/Medveds_Crest_of_the_Circle,https://poe2db.tw/kr/Medveds_Crest_of_the_Circle
Mirror of Kalandra,칼란드라의 거울,currency,Stackable_Currency,중첩 가능 화폐,Mirror_of_Kalandra,https://poe2db.tw/us/Mirror_of_Kalandra,https://poe2db.tw/kr/Mirror_of_Kalandra
Neural Catalyst,신경 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Neural_Catalyst,https://poe2db.tw/us/Neural_Catalyst,https://poe2db.tw/kr/Neural_Catalyst
Olroth's Crest of the Sun,올로스의 태양 문양,currency,Stackable_Currency,중첩 가능 화폐,Olroths_Crest_of_the_Sun,https://poe2db.tw/us/Olroths_Crest_of_the_Sun,https://poe2db.tw/kr/Olroths_Crest_of_the_Sun
Orb of Alchemy,연금술의 오브,currency,Stackable_Currency,중첩 가능 화폐,Orb_of_Alchemy,https://poe2db.tw/us/Orb_of_Alchemy,https://poe2db.tw/kr/Orb_of_Alchemy
Orb of Annulment,소멸의 오브,currency,Stackable_Currency,중첩 가능 화폐,Orb_of_Annulment,https://poe2db.tw/us/Orb_of_Annulment,https://poe2db.tw/kr/Orb_of_Annulment
Orb of Augmentation,확장의 오브,currency,Stackable_Currency,중첩 가능 화폐,Orb_of_Augmentation,https://poe2db.tw/us/Orb_of_Augmentation,https://poe2db.tw/kr/Orb_of_Augmentation
Orb of Chance,기회의 오브,currency,Stackable_Currency,중첩 가능 화폐,Orb_of_Chance,https://poe2db.tw/us/Orb_of_Chance,https://poe2db.tw/kr/Orb_of_Chance
Orb of Extraction,추출의 오브,currency,Stackable_Currency,중첩 가능 화폐,Orb_of_Extraction,https://poe2db.tw/us/Orb_of_Extraction,https://poe2db.tw/kr/Orb_of_Extraction
Orb of Transmutation,진화의 오브,currency,Stackable_Currency,중첩 가능 화폐,Orb_of_Transmutation,https://poe2db.tw/us/Orb_of_Transmutation,https://poe2db.tw/kr/Orb_of_Transmutation
Order Artifact,성배단 유물,currency,Stackable_Currency,중첩 가능 화폐,Order_Artifact,https://poe2db.tw/us/Order_Artifact,https://poe2db.tw/kr/Order_Artifact
Perfect Chaos Orb,완벽한 카오스 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Chaos_Orb,https://poe2db.tw/us/Perfect_Chaos_Orb,https://poe2db.tw/kr/Perfect_Chaos_Orb
Perfect Exalted Orb,완벽한 엑잘티드 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Exalted_Orb,https://poe2db.tw/us/Perfect_Exalted_Orb,https://poe2db.tw/kr/Perfect_Exalted_Orb
Perfect Flux,우자지 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Flux,https://poe2db.tw/us/Perfect_Flux,https://poe2db.tw/kr/Perfect_Flux
Perfect Jeweller's Orb,완벽한 쥬얼러 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Jewellers_Orb,https://poe2db.tw/us/Perfect_Jewellers_Orb,https://poe2db.tw/kr/Perfect_Jewellers_Orb
Perfect Orb of Augmentation,완벽한 확장의 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Orb_of_Augmentation,https://poe2db.tw/us/Perfect_Orb_of_Augmentation,https://poe2db.tw/kr/Perfect_Orb_of_Augmentation
Perfect Orb of Transmutation,완벽한 진화의 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Orb_of_Transmutation,https://poe2db.tw/us/Perfect_Orb_of_Transmutation,https://poe2db.tw/kr/Perfect_Orb_of_Transmutation
Perfect Regal Orb,완벽한 제왕의 오브,currency,Stackable_Currency,중첩 가능 화폐,Perfect_Regal_Orb,https://poe2db.tw/us/Perfect_Regal_Orb,https://poe2db.tw/kr/Perfect_Regal_Orb
Petition Splinter,탄원 파편,currency,Stackable_Currency,중첩 가능 화폐,Petition_Splinter,https://poe2db.tw/us/Petition_Splinter,https://poe2db.tw/kr/Petition_Splinter
Preserved Collarbone,보존된 빗장뼈,currency,Stackable_Currency,중첩 가능 화폐,Preserved_Collarbone,https://poe2db.tw/us/Preserved_Collarbone,https://poe2db.tw/kr/Preserved_Collarbone
Preserved Cranium,보존된 두개골,currency,Stackable_Currency,중첩 가능 화폐,Preserved_Cranium,https://poe2db.tw/us/Preserved_Cranium,https://poe2db.tw/kr/Preserved_Cranium
Preserved Rib,보존된 갈비뼈,currency,Stackable_Currency,중첩 가능 화폐,Preserved_Rib,https://poe2db.tw/us/Preserved_Rib,https://poe2db.tw/kr/Preserved_Rib
Preserved Vertebrae,보존된 등골,currency,Stackable_Currency,중첩 가능 화폐,Preserved_Vertebrae,https://poe2db.tw/us/Preserved_Vertebrae,https://poe2db.tw/kr/Preserved_Vertebrae
Reaver Catalyst,강탈자 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Reaver_Catalyst,https://poe2db.tw/us/Reaver_Catalyst,https://poe2db.tw/kr/Reaver_Catalyst
Refined Adaptive Catalyst,제련된 적응형 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Adaptive_Catalyst,https://poe2db.tw/us/Refined_Adaptive_Catalyst,https://poe2db.tw/kr/Refined_Adaptive_Catalyst
Refined Carapace Catalyst,제련된 갑각 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Carapace_Catalyst,https://poe2db.tw/us/Refined_Carapace_Catalyst,https://poe2db.tw/kr/Refined_Carapace_Catalyst
Refined Chayula's Catalyst,제련된 차율라의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Chayulas_Catalyst,https://poe2db.tw/us/Refined_Chayulas_Catalyst,https://poe2db.tw/kr/Refined_Chayulas_Catalyst
Refined Esh's Catalyst,제련된 에쉬의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Eshs_Catalyst,https://poe2db.tw/us/Refined_Eshs_Catalyst,https://poe2db.tw/kr/Refined_Eshs_Catalyst
Refined Flesh Catalyst,제련된 육체 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Flesh_Catalyst,https://poe2db.tw/us/Refined_Flesh_Catalyst,https://poe2db.tw/kr/Refined_Flesh_Catalyst
Refined Neural Catalyst,제련된 신경 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Neural_Catalyst,https://poe2db.tw/us/Refined_Neural_Catalyst,https://poe2db.tw/kr/Refined_Neural_Catalyst
Refined Reaver Catalyst,제련된 강탈자 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Reaver_Catalyst,https://poe2db.tw/us/Refined_Reaver_Catalyst,https://poe2db.tw/kr/Refined_Reaver_Catalyst
Refined Sibilant Catalyst,제련된 쇳소리 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Sibilant_Catalyst,https://poe2db.tw/us/Refined_Sibilant_Catalyst,https://poe2db.tw/kr/Refined_Sibilant_Catalyst
Refined Skittering Catalyst,제련된 달리는 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Skittering_Catalyst,https://poe2db.tw/us/Refined_Skittering_Catalyst,https://poe2db.tw/kr/Refined_Skittering_Catalyst
Refined Tul's Catalyst,제련된 툴의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Tuls_Catalyst,https://poe2db.tw/us/Refined_Tuls_Catalyst,https://poe2db.tw/kr/Refined_Tuls_Catalyst
Refined Uul-Netol's Catalyst,제련된 울네톨의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Uul-Netols_Catalyst,https://poe2db.tw/us/Refined_Uul-Netols_Catalyst,https://poe2db.tw/kr/Refined_Uul-Netols_Catalyst
Refined Xoph's Catalyst,제련된 조프의 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Refined_Xophs_Catalyst,https://poe2db.tw/us/Refined_Xophs_Catalyst,https://poe2db.tw/kr/Refined_Xophs_Catalyst
Regal Orb,제왕의 오브,currency,Stackable_Currency,중첩 가능 화폐,Regal_Orb,https://poe2db.tw/us/Regal_Orb,https://poe2db.tw/kr/Regal_Orb
Regal Shard,제왕의 파편,currency,Stackable_Currency,중첩 가능 화폐,Regal_Shard,https://poe2db.tw/us/Regal_Shard,https://poe2db.tw/kr/Regal_Shard
Revered Starlit Ore,존경받는 별빛 광석,currency,Stackable_Currency,중첩 가능 화폐,Revered_Starlit_Ore,https://poe2db.tw/us/Revered_Starlit_Ore,https://poe2db.tw/kr/Revered_Starlit_Ore
Runic Splinter,룬 파편,currency,Stackable_Currency,중첩 가능 화폐,Runic_Splinter,https://poe2db.tw/us/Runic_Splinter,https://poe2db.tw/kr/Runic_Splinter
Scroll of Wisdom,감정 주문서,currency,Stackable_Currency,중첩 가능 화폐,Scroll_of_Wisdom,https://poe2db.tw/us/Scroll_of_Wisdom,https://poe2db.tw/kr/Scroll_of_Wisdom
Shattered Triskelion,산산이 조각난 트리스켈리온,currency,Stackable_Currency,중첩 가능 화폐,Shattered_Triskelion,https://poe2db.tw/us/Shattered_Triskelion,https://poe2db.tw/kr/Shattered_Triskelion
Sibilant Catalyst,쇳소리 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Sibilant_Catalyst,https://poe2db.tw/us/Sibilant_Catalyst,https://poe2db.tw/kr/Sibilant_Catalyst
Simulacrum Splinter,복제된 영토 파편,currency,Stackable_Currency,중첩 가능 화폐,Simulacrum_Splinter,https://poe2db.tw/us/Simulacrum_Splinter,https://poe2db.tw/kr/Simulacrum_Splinter
Skittering Catalyst,달리는 기폭제,currency,Stackable_Currency,중첩 가능 화폐,Skittering_Catalyst,https://poe2db.tw/us/Skittering_Catalyst,https://poe2db.tw/kr/Skittering_Catalyst
Starlit Ore,별빛 광석,currency,Stackable_Currency,중첩 가능 화폐,Starlit_Ore,https://poe2db.tw/us/Starlit_Ore,https://poe2db.tw/kr/Starlit_Ore
Sun Artifact,태양 유물,currency,Stackable_Currency,중첩 가능 화폐,Sun_Artifact,https://poe2db.tw/us/Sun_Artifact,https://poe2db.tw/kr/Sun_Artifact
Thaumaturgic Flux (Level 1),마석학 유동체 (1레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_1),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_1%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_1%29
Thaumaturgic Flux (Level 10),마석학 유동체 (10레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_10),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_10%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_10%29
Thaumaturgic Flux (Level 11),마석학 유동체 (11레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_11),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_11%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_11%29
Thaumaturgic Flux (Level 12),마석학 유동체 (12레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_12),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_12%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_12%29
Thaumaturgic Flux (Level 13),마석학 유동체 (13레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_13),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_13%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_13%29
Thaumaturgic Flux (Level 14),마석학 유동체 (14레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_14),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_14%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_14%29
Thaumaturgic Flux (Level 15),마석학 유동체 (15레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_15),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_15%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_15%29
Thaumaturgic Flux (Level 16),마석학 유동체 (16레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_16),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_16%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_16%29
Thaumaturgic Flux (Level 17),마석학 유동체 (17레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_17),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_17%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_17%29
Thaumaturgic Flux (Level 18),마석학 유동체 (18레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_18),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_18%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_18%29
Thaumaturgic Flux (Level 19),마석학 유동체 (19레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_19),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_19%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_19%29
Thaumaturgic Flux (Level 2),마석학 유동체 (2레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_2),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_2%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_2%29
Thaumaturgic Flux (Level 20),마석학 유동체 (20레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_20),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_20%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_20%29
Thaumaturgic Flux (Level 3),마석학 유동체 (3레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_3),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_3%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_3%29
Thaumaturgic Flux (Level 4),마석학 유동체 (4레벨),currency,Stackable_Currency,중첩 가능 화폐,Thaumaturgic_Flux_(Level_4),https://poe2db.tw/us/Thaumaturgic_Flux_%28Level_4%29,https://poe2db.tw/kr/Thaumaturgic_Flux_%28Level_4%29
